abstract,term
"Although the meninges are often thought of simplistically as a connective tissue sac that contains the CSF and the contents of the CNS, they are far more complex. Anatomically, they comprise several layers. Pathologically, numerous disease processes may affect the meninges; different processes may even involve different areas of the meninges. These factors all influence the MR imaging characteristics of meningeal lesions. This review briefly discusses the anatomy of the meninges, the MR imaging technique when meningeal disease is suspected, and the appearance of the normal meninges. It then focuses on tumors, infections, cysts, and other lesions that primarily involve the meninges, excluding lesions that secondarily involve the meninges.",meningitis
"We previously found that 97% of children diagnosed with chronic tension-type headaches had meningismus. In the present study, we investigate the relationship between streptococcal infection and meningismus in children suffering from chronic headaches. Six hundred and forty children suffering from idiopathic chronic headaches were examined by a neurologist in an outpatient setting. Antistreptolysin titer (ASOT) was determined from blood samples taken from all the children. Meningismus was diagnosed in 337 patients. Patients were divided into two groups: 337 children (Group 1) with meningismus with an increased ASOT (200-1790 IU/ml) in 264 children (78%), and 303 children (Group 2) without meningismus with an increased ASOT (200-1030 IU/ml) in 117 children (39%). We report herein that a majority of children with headaches associated with meningismus, had evidence of a streptococcal infection when compared to a non-meningismus group. We postulate that streptococcal infection may play an important role in the etiology of meningismus-positive chronic headaches in children.",meningitis
"The structural organization of the dura and leptomeninges is reflected in its magnetic resonance (MR) imaging appearance in normal and disease states. Two distinct enhancement patterns are characterized: dura-arachnoid enhancement and pia-subarachnoid space enhancement. The dura-arachnoid pattern consists of curvilinear enhancement overlying the brain and immediately deep to the inner table of the calvaria, as well as along the falx and tentorium. Pial enhancement closely follows the brain surface into sulci and outlines the basal cisterns. Recognition of these enhancement patterns and other MR imaging characteristics may enhance the role of MR imaging in the detection, diagnosis, and follow-up of neoplastic and nonneoplastic disorders affecting the meninges. The focus of this article (Part I) is the MR appearance of the normal meninges and nonneoplastic causes of meningeal disease. Part II of this series will discuss neoplastic conditions affecting the coverings of the brain and spinal cord with an emphasis on pathways of disease spread.",meningitis
"Two hundred and ten patients with meningismus and the infections of the central nervous system (CNS) with the clinical symptoms and signs of the acute serous meningitis syndrome, were divided in to groups according to etiology (enterovirus meningitis-ENTERO, serous meningitis various etiology-SM and tuberculous meningitis-TBC). Intrathecal synthesis (ITS) of C3c and C4 complement components and IgG were determined by the method of cerebrospinal indexes (I), to examine their role in differential diagnosis of this syndrome. Correlative study between the CSF/serum ratio (Q) for albumin (Alb) and QC3c and QC4 in patients with no proven ITS of this two complement proteins, and the comparative study of the increased value of C3cI and C4I (and IgGI) between the examined groups of the patients was done. Highly significant correlations were found between QAlb and QC3c (r = 0.89, p < 0.001) and QC4 (r = 0.85, p < 0.001). In 22.4% of the examined patients ITS of C3c and C4 were found. There was no difference in frequency of ITS of the two complement proteins between the examined groups, nor inside any particular group. TBC group had significantly lower (p < 0.05) intensity of ITS of C3c and C4 than MNG and ENTERO, and significantly higher intensity of ITS of IgG (p < 0.05) than the other tested groups. CSF index was confirmed as a valid method to detect intrathecal C3c and C4 production. Determination of ITS C3c and C4 could not be of great help in differential diagnosis in the acute serous meningitis syndrome. The intensity of ITS of C3c and C4, related to the intensity of ITS of IgG, could be of help in the determination of the duration of the disease.",meningitis
"Background: Idiopathic hypertrophic cranial pachymeningitis (IHCP) is an uncommon disease of unknown etiology characterized by thickening of the cerebral dura mater with possible associated inflammation. The most frequently described clinical symptoms include headache, cranial nerve palsy, and cerebellar dysfunction. Epilepsy and/or status epilepticus as main presentation is very uncommon. Case presentation: Two consecutive cases are presented of patients manifesting focal status epilepticus secondary to IHCP, with clinical, laboratory [blood test and cerebrospinal fluid (CSF) analysis], neuroradiologic [magnetic resonance imaging (MRI) at 3 Tesla and digital subtraction angiography (DSA)], and therapeutic data. One patient underwent meningeal biopsy; pathology findings are also included. Corticosteroid therapy resulted in clinical improvement in both cases, and neuroimaging showed decreased abnormal morphology, compared to initial findings. Conclusion: In the diagnostic approach to focal status epilepticus or epilepsy, IHCP must be considered a potential, although extremely infrequent, cause. Anti-inflammatory treatment is an effective addition to antiepileptic drug therapy in patients with IHCP.",meningitis
"Peripheral infection by Trypanosoma brucei, the protozoan responsible for sleeping sickness, activates lymphocytes, and, at later stages, causes meningoencephalitis. We have videoed the cortical meninges and superficial parenchyma of C56BL/6 reporter mice infected with T.b.brucei. By use of a two-photon microscope to image through the thinned skull, the integrity of the tissues was maintained. We observed a 47-fold increase in CD2+ T cells in the meninges by 12 days post infection (dpi). CD11c+ dendritic cells also increased, and extravascular trypanosomes, made visible either by expression of a fluorescent protein, or by intravenous injection of furamidine, appeared. The likelihood that invasion will spread from the meninges to the parenchyma will depend strongly on whether the trypanosomes are below the arachnoid membrane, or above it, in the dura. Making use of optical signals from the skull bone, blood vessels and dural cells, we conclude that up to 40 dpi, the extravascular trypanosomes were essentially confined to the dura, as were the great majority of the T cells. Inhibition of T cell activation by intraperitoneal injection of abatacept reduced the numbers of meningeal T cells at 12 dpi and their mean speed fell from 11.64 ± 0.34 μm/min (mean ± SEM) to 5.2 ± 1.2 μm/min (p = 0.007). The T cells occasionally made contact lasting tens of minutes with dendritic cells, indicative of antigen presentation. The population and motility of the trypanosomes tended to decline after about 30 dpi. We suggest that the lymphocyte infiltration of the meninges may later contribute to encephalitis, but have no evidence that the dural trypanosomes invade the parenchyma.",meningitis
"We report seven patients with cranial pachymeningitis of unknown origin in whom the main clinical features were headaches, ataxia, and cranial nerve palsies. CSF showed inflammatory changes. CT and MRI showed thickening of the falx and of the tentorium. The clinical course was chronic. Four patients improved with prednisolone but became steroid-dependent: in two cases, radiotherapy had no lasting improvement and in one, azathioprine permitted a reduction of the corticosteroids. Five patients had biopsy of the tentorium cerebelli or of the temporal dura mater. In two cases, autopsy revealed extensive pachymeningitis without parenchymal changes. In all instances, microscopic examination of the dura mater showed a cellular infiltrate of polymorphic cells; there were no epithelioid granulomas. Review of the literature discloses seven similar cases. We discuss the relationship of these lesions with inflammatory meningeal masses, the focal pachymeningitis of the Tolosa-Hunt syndrome, and multifocal fibrosis.",meningitis
"In a previous study we devised a diagnostic decision rule to improve management of children with meningeal signs, suspected of having bacterial meningitis. The decision rule aimed to guide decisions on (1) whether a lumbar puncture is necessary in children with meningeal signs, and (2) which children need hospitalisation and empirical antibiotic treatment for bacterial meningitis. In this study we assessed the validity of this rule in an external population of four (paediatric) hospitals in The Netherlands. The decision rule included two scoring algorithms using symptoms, signs and quickly available blood and cerebrospinal fluid (CSF) laboratory tests. To evaluate the discriminative value of both algorithms, the absolute numbers of correctly diagnosed patients and the area under the receiver operator characteristic curve were estimated, and compared with the results from the original population (n = 360). In a 18 month period, we included 226 children, median age 2.2 years, who visited the emergency department with meningeal signs. Bacterial meningitis was present in 25 (11%). Using the scoring algorithms patients could be categorised in groups of increasing risk of bacterial meningitis. The discriminative values of the clinical and CSF algorithm in this new population were similar to those in the original population. In the total population of 586 children with meningeal signs, the rule selected 205 children (35%) who did not need a lumbar puncture and 366 children who did not need empirical treatment (62%). In conclusion, this diagnostic rule performed well in a new population of children with meningeal signs. This diagnostic decision rule is a valuable tool for the clinician when deciding to treat these children for bacterial meningitis and thus improving their management.",meningitis
"Background and purpose: CNS tuberculosis may simulate other granulomas and meningitis on MR images. The purpose of this study was to improve the characterization of lesions in CNS tuberculosis and to assess the disease load using magnetization transfer (MT) imaging. Methods: A total of 107 tuberculomas in seven patients with or without meningitis and 15 patients with tuberculosis meningitis alone were studied. Fifteen patients with cysticercus granulomas with T2 hypointensity, five patients each with viral and pyogenic meningitis, and two patients with cryptococcal meningitis were also studied. The MT ratios were calculated from tuberculomas, cysticercus granulomas, and thickened meninges in tuberculous, viral, pyogenic, and cryptococcal meningitis and were compared within each pathologic group and with the MT ratio of different regions of normal brain parenchyma. Detectability of lesions on T1-weighted MT spin-echo (SE) images was compared with that on conventional SE and postcontrast MT-SE images. Results: Thickened meninges appeared hyperintense relative to surrounding brain parenchyma in the basal and supratentorial cisterns on precontrast MT-SE images in all 18 patients with tuberculosis meningitis. These meninges were not seen or were barely visible on conventional SE images, and enhanced on postcontrast MT-SE images. The MT ratio from the thickened meninges of tuberculous meningitis was significantly lower than that from the meninges in cryptococcal and pyogenic disease and significantly higher than the meninges in viral meningoencephalitis. The MT ratio from T2 visible and invisible tuberculomas appeared to be significantly lower than that of normal white matter. The MT ratio of T2 hypointense cysticercus granuloma was significantly higher than that of T2 hypointense tuberculoma. Conclusion: Precontrast MT-SE imaging helps to better assess the disease load in CNS tuberculosis by improving the detectability of the lesions. With the use of MT ratios, it may be possible to differentiate tuberculosis from similar-appearing infective lesions on MR images.",meningitis
"Idiopathic hypertrophic pachymeningitis (IHP) represents a rare inflammatory condition that affects the central nervous system, often difficult to treat. We report the case of a patient who presented with difficulty in swallowing, slurred speech and ataxia associated with headache, vomiting and weight loss. He was diagnosed with IHP. He deteriorated despite treatment with high dose steroids and other immunosuppressants, including pulsed cyclophosphamide. Mycophenolate mofetil was therefore administered resulting in improvement and stabilization. This is the first report in English literature of the use of mycophenolate mofetil in the treatment of IHP and could stimulate further research in its efficacy in managing this condition.",meningitis
"Background: Clinical features of echovirus 6 and 9 infections in children have not been comprehensively evaluated, particularly for sporadic cases. Objective: To describe the clinical features of children with echovirus 6 or 9 infections. Study designs: From 2000 to 2008, 199 children with culture-proven echovirus 6 or 9 infections identified in a university-affiliated hospital were included. Data extracted from 174 inpatients were further analyzed. Results: Age ranged from 4 days to 15 years with a mean of 4.7 years. 123 (62%) were male. The disease spectrums were similar for echovirus 6 (n=100) and 9 (n=74) infections, with aseptic meningitis (49% and 51%, respectively) being the most common syndrome, followed by meningismus, upper respiratory tract infection, pneumonia, and herpangina. All 174 inpatients had fever but the duration of fever was significantly longer in patient with echovirus 9 infection than those with echovirus 6 infections (6.0 days vs. 3.8 days, p<0.001). The rate of leukocytosis (leukocyte count>15,000/μL) were significantly higher in patients with echovirus 6 infections than those with echovirus 9 infection (p<0.001). One neonate with echovirus 6 infection died from hepatic necrosis with coagulopathy, and one infant with echovirus 6 infection and one child with echovirus 9 infection died from brain involvement. Two children had long-term sequelae of seizure disorder. The remaining 169 children (97%) recovered uneventfully. Conclusion: For children with echovirus 6 or 9 infections requiring hospitalization, aseptic meningitis was the most common manifestation and fatal outcome or long-term sequel, though rare, might occur.",meningitis
"Two young men had similar nonobstructive idiopathic pachymeningitis cervicalis hypertrophica, causing chronic (13 and 11 years respectively) C8-T1 radiculomyelopathy proved by surgical and pathological findings. The preoperative Queckenstedt tests and myelography showed no evidence of CSF obstruction. These unusual findings contrast with previous reports which all described complete or at least partial, block. The findings on metrizamide computed tomogram have not been described before. In the two patients it revealed diffuse cord atrophy from C7 to T2 and hemiatrophy with lateral beaking from C4 to C7. The patients benefited from multiple transverse durotomies. The main pathogenesis of the cord atrophy was the compromizing of feeding radicular arteries rather than direct compression.",meningitis
"Introduction: Hypertrophic pachymeningitis is a clinical condition that is caused by a diffuse or localised thickening of the dura mater. It predominantly affects males and manifests as chronic headache, with or without association to neurological manifestations, such as paralysis of the cranial nerves, cerebellar ataxia and neuro-ophthalmic complications. Case report: A 61-year-old male, with no relevant past history, who, one month before admission, had begun to suffer from right frontotemporal headache that irradiated to the ipsilateral orbital region and was more pronounced at night. A week later he was affected by a decrease in visual acuity in the right eye and two weeks later he noted the presence of right palpebral ptosis, while the headaches increased. The examination showed: right palpebral ptosis with global ophthalmoparesis with predominance of adduction and abduction, and diminished photomotor reflex in the right eye. The visual acuity of the right eye was reduced and the palpebral fissure was 0 in the right eye. The fundus oculi was normal. Infectious and non-infectious causations of meningitis were precluded. Magnetic resonance imaging revealed a diffuse thickening of the supratentorial and infratentorial meninges, as well as diffuse uptake of the paramagnetic substance; thickening of the mucus in both paranasal maxillary sinuses was also observed. A meningeal biopsy study confirmed the existence of hypertrophic pachymeningitis. Treatment was established with prednisone and the clinical symptoms improved. Conclusions: Idiopathic hypertrophic pachymeningitis is an underdiagnosed condition that must be taken into consideration in cases of patients with a history of subacute or chronic meningitis in which infectious and non-infectious causations have been precluded, and high-dose steroid treatment must be established.",meningitis
"Objective: Neonatal candidemia is an increasing cause of infant morbidity and mortality. We evaluated the current medical literature in an effort to critique the literature and to document the reported prevalences of end-organ damage after neonatal candidemia. Methods: We analyzed all peer-reviewed articles of neonatal candidemia published in the English language; inclusion criteria included a cohort limited to all neonatal intensive care unit admissions or all episodes of candidemia in neonates. Articles that also incorporated older patients, did not define a numerator and a denominator for at least 1 form of end-organ damage, included patients from other reports, or did not include all episodes of candidemia in the source population were excluded from the analysis. Results: Thirty-four articles reported episodes of candidemia and mortality; 21 articles reported prevalence for at least 1 form of end-organ damage. Only 4 (19%) of 21 articles reported prevalence for >4 forms of end-organ damage from the following list: endophthalmitis, meningitis, brain parenchyma invasion, endocarditis, renal abscesses, positive cultures from other normally sterile body fluids, or hepatosplenic abscesses. The median reported prevalence of endophthalmitis was 3% (interquartile range [IQR]: 0%-17%), of meningitis was 15% (IQR: 3%-23%), of brain abscess or ventriculitis was 4% (IQR: 3%-21%), of endocarditis was 5% (IQR: 0%-13%), of positive renal ultrasound was 5% (IQR: 0%-14%), and of positive urine culture was 61% (IQR: 40%-76%). The medical literature concerning end-organ evaluation after episodes of neonatal candidemia is heterogeneous and consists largely of single-center retrospective studies. Year that the data were collected and prevalence of neonates infected with Candida albicans were associated with observed heterogeneity. Conclusions: Given the heterogeneity of the medical literature, precise estimates of the frequencies of end-organ damage are not possible and a prospective multicenter trial is warranted, but the data from the published literature suggest that the prevalence of neonates with end-organ damage not only is greater than 0 but also is high enough that until such a prospective trial is completed, end-organ studies should be considered before the conclusion of antifungal therapy.",meningitis
"A retrospective study of 28 patients identified with subdural empyema (SE) at the Department of Neurosurgery between the years 1995 and 2005 was carried out. SE occurred in all patients following bacterial meningitis. The six most frequently encountered clinical features included: (1) fever in 22 (79%) patients; (2) disturbed consciousness in 16 (57%) patients; (3) papilledema in 11 (39%) patients; (4) hemiparesis in 4 (14%) patients; (5) meningismus or meningeal signs in 4 (14%) patients, and (6) seizures in 3 (11%) patients. In the majority of cases, the most frequent causative pathogen of SE was Staphylococcus aureus. Surgery was performed on all patients, which included craniotomy in a group of 20 patients and burr hole drainage in a group of 8 patients. In conclusion, we believe that infants and young children should be carefully monitored following meningitis, in case of SE development, and that surgical intervention in patients presenting with meningitis may facilitate the development of SE. Furthermore, from a surgical point of view, our experience has led us to believe that craniotomy in comparison with burr hole surgery is the best surgical modality for management of SE as the recurrence rate of SE associated with burr hole surgery is high.",meningitis
"A rare case of tuberculous meningitis (TBM) causing unilateral thickening of meninges, is described here. The 50 year old male is presented with hemicranial headache and unilateral multiple cranial nerve involvement without any long tract signs. Magnetic resonance imaging (MRI) scan including enhanced studies showed a hemicranial thickening of the meninges. Biopsy of the meninges revealed tuberculosis. The patient improved gradually on antitubercular treatment (ATT). Follow-up at 6 months revealed significant improvement in neurological status. Though tuberculous involvement of the central nervous system (CNS) is very common in India, hemicranial meningeal involvement has never been reported.",meningitis
"Neck stiffness is the most important sign of meningitis. When the neck is flexed, the inflamed nerve roots and meninges of the cervical region get stretched. This causes protective muscle spasm manifesting as neck stiffness. Kernig's sign represents similar phenomena involving the distal spinal cord and related nerves. A manoeuvre that stretches the neural elements of the whole length of the spinal canal simultaneously will be a more sensitive test for meningeal irritation. Eliciting neck stiffness while the patient sits up with knees extended achieves this. This method is more sensitive, specific, and amenable to objective assessment.",meningitis
"Serum creatine kinase was assessed in 94 consecutive patients without convulsions admitted to hospital due to suspicion of infection of the central nervous system. No reliable discrimination between patients with aseptic and those with bacterial meningitis was obtained. Patients with bacterial meningitis and brain oedema, as well as patients with encephalitis, had significantly higher values (P less than 0.01) than patients with meningism, aseptic meningitis and bacterial meningitis without cerebral oedema. Very high values, above 2500 U/1, were encountered in only the most severe cases of bacterial meningitis. The highest serum CK value found in patients with encephalitis was 725 U/l. Reference values for control patients with meningism were 16-269 U/1. In a subset of 9 patients creatine kinase isoenzyme analysis was performed. In all cases only muscle type (MM) isoenzyme was found.",meningitis
"Enzymatic determinations in cerebrospinal fluid (CSF) of aspartate aminotransferase (AST), lactic dehydrogenase (LDH), gammaglutamyl transpeptidase (GGT), creatine phosphokinase (CPK) and creatine kinase BB (CK-BB) were performed in 16 patients with aseptic meningitis (AM), in 25 children with bacterial meningitis (BM) and in 15 patients with meningism. The activity of AST and GGT was significantly higher in patients with BM on admission compared with those with AM and meningism (p < 0.05 and p < 0.005, respectively) and decreased with therapy. The highest concentration of AST and LDH appeared in patients with poor outcome as well as in those with ventriculomegaly on neurosonography (p < 0.05). The concentration of CK-BB increased in all patient groups on admission and remained higher on termination of therapy. The present study confirms the high activity of AST and GGT in BM patients in the CSF whereas the increased activity of AST and LDH reflects the extent of brain injury. Nevertheless, the prognosis for individual patients cannot be established on the basis of enzyme activity alone, but depends on several factors.",meningitis
"In a review of 53 cases of coccidioidal disease, 50 of which resulted in death, some symptoms were noted to be so common as to facilitate diagnosis. Laboratory studies of spinal fluid gave helpful information. Particularly noteworthy with regard to roentgenologic studies was the fact that in no case in which there was pulmonary cavity formation due to coccidioidomycosis did coccidioidal meningitis develop.",meningitis
"A 40 year-old woman with subacute headache and visual impairment was admitted. Neurological examination revealed meningismus, diminished visual acuity, bilateral sixth cranial nerve palsy, and papillary edema. Dermatologic examination was normal. The brain CT scan showed hydrocephalus and hyperdense edging around fissures and sulci. The CSF study showed an increased protein level, with persistently negative microbiologic and cytological studies. Prior to Gd-DPTA injection, the brain T1-WI MRI revealed leptomeningeal hyperintensity. A dark subpial substance became evident at cerebral biopsy. The histopatological diagnosis was diffuse leptomeningeal melanomatosis. This case report highlights the diagnostic value of the brain MRI findings in primary leptomeningeal melanomatosis, a rare pathologic condition diagnosed in most published cases only after necropsy. Meningeal T1-WI hyperintensity prior to contrast injection is not caused by sarcoidosis or meningeal carcinomatosis, lymphomatosis or gliomatosis.",meningitis
"Objective: The purpose of our study was to examine the spectrum of abnormalities seen on MR imaging in patients with tubercular spinal arachnoiditis. Materials and methods: A retrospective analysis of MR findings in 22 cases of tubercular spinal arachnoiditis was carried out. The diagnosis had been established on the basis of clinical features, evidence of associated tubercular meningitis or of tubercular spondylitis, and CSF analysis. Results: Nineteen (86%) patients had involvement of more than one spinal region, with the dorsal region being most commonly involved. CSF showed increased signal intensity on T1-weighted images in 17 (77%) patients, leading to complete loss of cord-CSF interface in seven patients and shaggy cord outline in 10 patients. As suggested by increased signal intensity on T2-weighted images, we saw cord involvement in 18 (82%) patients. Three of these patients had evidence of cord cavitation. Other findings seen on unenhanced images were CSF loculations in five patients, nodules in subarachnoid space in six patients, and clumping of cauda equina nerve roots in six patients. Contrast-enhanced studies were available in 20 patients. Meningeal enhancement was seen in 16 (80%) of 20 patients, and nerve root enhancement was seen in six (30%) patients. Cord enhancement was seen in four (20%) of 20 patients. Enhancement was observed along the surface of the cord in two of these patients, whereas the other two patients showed central enhancement. Associated findings were tubercular spondylitis in two patients, basal exudate in eight patients, and intracranial granulomas in five patients. Conclusion: MR imaging revealed several pathologic changes that occur in patients with tubercular spinal arachnoiditis and, hence, may play an important role in the diagnosis of this entity.",meningitis
"At present, both migraine and tension-type headaches in children are believed to be chronic primary headaches. Meningeal signs in both cases are ignored or not examined, and the neurologic status is considered normal. This is the first study that focuses on meningeal signs in children with chronic headaches. The study population comprised 1738 patients aged 5 to 17 years who were examined in an outpatient neurologic clinic over a 6-year period. Particular attention was paid to examination of meningeal signs, including nuchal rigidity, Kernig's sign, Brudzinski's three signs (upper, middle, and lower), the ""tripod"" sign, and Guillain's and facial signs; the presence of these signs was regarded as meningismus syndrome. Some meningeal signs were found in 12% of 1007 children suffering from migraine, whereas 97% of 731 children with tension-type headaches had the whole set of meningeal signs. This suggested that meningismus is the major clinical syndrome in chronic tension-type headaches in children and adolescents. Chronic mild sterile (possibly autoimmune) inflammation of meninges (dura mater) can be caused by a preceding infection, as well as minor trauma of the head and/or back. Prolonged rest in a recumbent position usually resulted in relief or complete disappearance of both headache and meningeal signs. Monitoring of the meningeal signs is helpful for evaluation of the patient's condition in the course of treatment.",meningitis
"Neurological manifestations are uncommon after taking kava-kava. We report three cases of meningismus, two of them with focal neurological manifestations, after kava-kava absorption.",meningitis
The authors report an unusual complication related to a dural substitute. An inflammatory response to a Marlex mesh duraplasty simulated a recurrent convexity meningioma 20 years after the initial surgery.,meningitis
"A clinicomorphological study of 660 patients with acute traumatic intracranial hematomas has shown that pneummonia develops in 56% of cases, intracranial complications (purulent meningitis) in 14%.Pyoinflammatory complications were 1.5-1.7 times less common in small-sized hematomas, their total rate and the rate of pneumonias was twice higher in left cerebral hemispheric lesion. On the contrary, intracranial complications were twice more common in right cerebral hemispheric lesion. The structural bases of the regional meningeal immunity system were as follows: the pathways of blood and spinal fluid circulation and dural arachnoidal intercellular fluid; cellular cooperation of the meninx and tissue of the brain; the network of lymph vessels of the dura mater encephali and adventitia of large blood vessels and middle and inferior jugular (regional) lymph nodes. Morphodunctional changes in the local meningeal immunity system in patients with hematomas point to the development of secondary immunodeficiency. Inclusion of regional immunotherapy with T-activin into multimodality treatment decreases the incidence of extra- and intracranial pyoinflammatory complications and mortality.",meningitis
"Rosai-Dorfman disease is an idiopathic histiocytic proliferative disorder characterized by sinus histiocytosis and massive lymphadenopathy. Extranodal involvement has also been reported. We report the case of a 57-year-old woman presenting with seizures, focal motor deficits, and leptomeningeal enhancement on magnetic resonance imaging. Meningeal biopsy revealed Rosai-Dorfman disease. Sinus histiocytosis may mimic meningeal disease, and Rosai-Dorfman disease should be considered in the differential diagnosis of dural-based masses with diffuse leptomeningeal enhancement.",meningitis
"The use of lumbar puncture (LP) and cerebrospinal fluid (CSF) analysis in the routine, initial evaluation of patients with dementia continues to be questioned. This is especially true in the investigation of infectious causes of dementia. To explore this question further, the authors performed a retrospective analysis of 672 hospitalized patients specifically evaluated for dementia. LP and CSF analysis were performed on 402 patients (60 per cent); routine bacteriologic, acid-fast, and fungal cultures were also obtained for 333 of these patients. Most patients were white (64 per cent) and male (63 per cent), their mean age being 66 +/- 11 years. Four patients were diagnosed as having meningitis--two with Cryptococcus neoformans, one with apparent Mycobacterium tuberculosis, and one with coagulase-positive Staphylococcus aureus. These patients were characterized by a subacute change in mental status, fever or meningismus, and CSF pleocytosis with abnormal CSF chemistries. None of the patients were found to have newly diagnosed neurosyphilis. The authors conclude that LP and CSF analysis should not be part of the routine evaluation of patients with dementia and should be performed only in the presence of such indications as a subacute duration of dementia, fever, and signs of meningeal irritation.",meningitis
"SURGIFOAM (Absorbable Gelatin Sponge, USP), a new absorbable hemostatic sponge, GELFOAM (Absorbable Gelatin Sponge, USP) or Avitene (microfibrillar collagen hemostat) were evaluated in a three-month tissue reaction and absorption study in rabbits. Bilateral craniotomy was followed by subdural implantation of each hemostatic device. A sham control group was treated in a similar way except that no material was implanted. Implantation of these hemostatic devices for 15, 43, or 92 days did not result in any deaths or clinical neurobehavioral abnormalities, changes in cerebrospinal fluid, or significant macroscopic observations at necropsy. The tissue reaction to SURGIFOAM sponge was characterized by transient granulomatous inflammation that was slightly less intense than that observed for GELFOAM sponge which correlated to slightly longer absorption. In contrast, the tissue reaction to Avitene hemostat was characterized by moderate to marked granulomatous inflammation with an acute inflammatory component indicating a greater degree of tissue irritancy. Sequelae of this reaction were still observed at 92 days post-implantation. The tissue reaction in humans to SURGIFOAM sponge used as a hemostatic agent for neurologic surgical procedures is expected to be comparable to that observed with GELFOAM sponge, resulting in no significant adverse reactions for patients. This animal model was useful to assess the tissue reaction and absorption of biomaterials implanted in contact with the central nervous system, and it was able to differentiate between materials of biologic origin.",meningitis
"Concentrations of unconjugated pteridines (neopterin, monapterin, biopterin, pterin) were measured in the cerebrospinal fluid (CSF) of 310 patients, using a high performance liquid chromatography (HPCL) method. Our cohort included 209 controls (C), 15 patients with meningism (M), 22 with viral meningitis (VM), 17 with bacterial meningitis (BM), 9 with herpetic meningoencephalitis (HME), 2 with tuberculous meningoencephalitis (TME) and 36 with peripheral systemic infections (PI). These measurements, expressed as nmol/litre, showed a gradation of neopterin concentrations according to the type of infection: 20.1 + 6.5 in group C; 46.9 +/- 29.9 in group PI; 274.3 +/- 231.7 in group VM; 699.2 +/- 711.2 in group BM, 1,101.9 +/- 1,107.9 in group HME and 1,169 +/- 1,171.9 in group TME. There was no such gradation with biopterin. Comparisons of means showed that total concentrations in the pathology groups were very different from those observed in controls and in the neuromeningeal infections of the PI group. There was no correlation between the number of lymphocytes and the concentrations of neopterin or biopterin in the CSF. It is concluded that the concentration of neopterin in the CSF is a sensitive but little specific marker of infection, independent of CSF cellular reaction. Measuring this concentration makes it possible: 1) to evaluate the status of immune defences; 2) to predict that a meningitis will become chronic, and 3) to detect a possible parenchymal participation in a meningeal infection.",meningitis
"The December 2002 COM. A 19-year-old healthy male fell into stagnant water of the intercostal waterway (salt water of South Florida), following a jet ski accident. He sustained minor superficial injuries but engulfed significant quantities of water and sediment. A few days later he developed bifrontal headaches, vomiting, a stiff neck and a temperature of 102 degrees F. A CT scan on admission without contrast was negative. The CSF had markedly elevated white count but bacterial and fungal cultures were negative. He became progressively lethargic. On the fifth day he developed seizure activity. He expired the next day despite antibiotics. Gross examination of the brain at autopsy revealed edema, cerebellar tonsillar herniation and purulent meningitis. Microscopic examination revealed a massive leptomeningeal inflammatory infiltrate composed of neutrophils, lymphocytes, and numerous histiocyte-like cells. The inflammatory infiltrate extended into the cerebral parenchyma in numerous areas also involving the cerebellum, brainstem and ventricular system. Given the exposure to stagnant water (later confirmed to be a man-made fresh water lake), and the numerous histiocytic-like cells, suspicion for an amebic etiology of the disease process was raised and the CDC identified the ameba as Naegleria Fowleri. Infection by Naegleria Fowleri, a free-living ameba, occurs after exposure to polluted water in man-made fresh water lakes, ponds, swimming pools, particularly during the warm weather months when the thermophilic ameba grows well. The pathologic substrate of the infection is an acute hemorrhagic, necrotizing meningo-encephalitis mainly at the base of the brain, brainstem and cerebellum occurring in young, healthy individuals.",meningitis
"Nuchal rigidity, which may be a sign of meningitis, was found in 35 per cent of geriatric patients on acute-care and rehabilitation wards and in 13 per cent of younger patients on an acute-care ward. It was significantly associated with cerebrovascular disease, confusion, abnormal plantar responses, and primitive reflexes. Elderly patients who have nuchal rigidity with no history of neurologic or cognitive disorders should be investigated for meningitis.",meningitis
Background and purpose: The below publication presents a case of a 51-year-old patient with cervical discopathy of unusual clinical course. Case report: The symptoms of the disease suddenly became aggravated and took a form of meningeal syndrome without inflammation of cerebrospinal fluid. The authors emphasize the symptomatology and diagnostic difficulties connected to unusual clinical course of cervical discopathy at the level of VC3/VC4. Discussion: Both medical and neurosurgical approaches to clinical history of cervical discopathic patient were presented in details. The patient underwent anterior cervical interbody fusion and the operative procedure was very effective for a few years up till now.,meningitis
"To evaluate the potential diagnostic value of the ferritin concentration in cerebrospinal fluid (CSF), measurements were performed with an immunoradiometric assay in 23 control patients and in 65 patients with various neurologic disorders. The geometric mean ferritin level of 3.5 micrograms/L in controls was approximately 10% of the level in normal serum with an upper cutoff level of 10 micrograms/L. Only modest elevations in CSF ferritin concentration were observed in patients with viral meningitis and in those with various non-infectious neurologic disorders. On the other hand, marked elevations ranging between 27 and 322 micrograms/L (geometric mean, 90 micrograms/L) were observed in patients with bacterial or fungal meningitis. Results of the study indicate that CSF ferritin levels are a valuable adjunct in the early evaluation of patients presenting with meningism.",meningitis
